BillboardTitle,BillboardArtist,OriginChart,peakpos_alltime,weeksonchart_alltime,MyPart_id,Song Form,Pre-Chorus Section Lyrics,Tempo,Song Length,Vocal vs. Instrumental Prevalence,First Section Type,Intro Length,"Intro (Instrumental, Vocal)",Verse Count,Pre-Chorus Count,Chorus Count,Vocal Post-Chorus Count,Departure Section,Last Section Type,Outro Length,"Outro (Instrumental, Vocal)",Number of Distinct Sections,Melodic Interval Prevalence,Main Melodic Range (tones),Main Melodic Range,Number of Melodic Themes,Key,"Key (Major, Minor, Major Mode, Minor Mode)",Use of Parallel Mode,%Diatonic Chords,Chord Repetition,Use of Triads,Use of Inverted Chords,Use of 7th Chords,Use of Major 7th Chords,Chord Degree Prevalence,Timbre,Predominantly Acoustic vs Electronic,Prominent Instruments,Song Title Word Count,Song Title Appearances,Person References,Location References,Organization or Brand References,Consumer Goods References,Creative Works Title References,Literal Experiences vs. Abstract,Lyrical Sub Themes defining Lyrical Themes,Lyrical Moods,Use of In-Line Lyric Repetition,Line Repetition,Overall Repetitiveness,Average Word Repetition (Full Song),Common Words Prevalence 1k,Common Words Prevalence 10k,Common Words Prevalence 50k,%Slang Words,%Abbreviations,%Non Dictionary Words,%Profanity Words,Average Consonance Alliteration,Average Assonance Alliteration,Rhyme Density,Percentage of Rhyming Syllables,Average Rhymes per Line,Number Of Rhyme Groups In The Song By ELR,End-of-Line Perfect Rhyme Percentage,End-of-Line Secondary Perfect Rhyme Percentage,End-of-Line Assonance Rhyme Percentage,End-of-Line Consonance Rhyme Percentage,Perfect Rhyme Percentage,Secondary Perfect Rhyme Percentage,Assonance Rhyme Percentage,Consonance Rhyme Percentage,End-of-Line Rhyme Percentage,Mid-Line Rhyme Percentage,Internal Rhyme Percentage,Mid-Word Rhyme Percentage,Lyrical Density,Average Number of Words per Line,Primary Genre,Sub-Genres,Influences,Production Mood,Danceability,Loudness Range
Stupid Love,Lady Gaga,hot-100,5,10,[LadyGaga].StupidLove,A-PC-B,Lyrically Identical,117.845787,3:13,Vocals Prevalence,Intro,0:00,No Intro,2,2,2,2,0,Outro,0:00,No Outro,2,"%P1-%m2, %M2-%m3, %M3-%P5",8.5,Mixed-Horizontal,4,Eb Major,Major,1,0.770833333,3.692307692,0.625,0.072916667,0.15625,0.0625,"%I, %IV, %V",Primarily Bright,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",2,10,0.006042296,0,0.006042296,0,0,Abstract,"Romantic, Breakup, Egocentric, Hedonism, Materialized Dream, Introspection, Friendship","Nostalgic, Reluctance, Anger, Sad, Positive, Bitter",0.095238095,0.318518519,0.273964833,4.87012987,0.694444444,0.851851852,0.888888889,0,0.021333333,0.194666667,0,1.823978521,1.790971612,0.956790123,0.348765432,2.511111111,0.088495575,0,0,0.333333333,0.166666667,0.111111111,0,0.444444444,0.111111111,0.666666667,0.513274336,0,0.13740458,1.72499448,4.890909091,Pop,"Dance/Club/Electronic, Pop",Teen Pop,"Aggressive, Party, Relaxed, Melancholic",0.999999881,4.471307278
Style,Taylor Swift,hot-100,6,32,[TaylorSwift].Style,ABAB,No Pre-Chorus,94.96456146,3:51,Vocals Prevalence,Intro,0:28,Instrumental,2,0,2,0,1,Outro,0:28,Vocal,6,"%P1-%m2, %M2-%m3",5.5,Horizontal,2,D Major,Major,0,0.983870968,5.166666667,0.322580645,0.032258065,0.403225806,0.241935484,"%I, %IV, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",1,11,0.020460358,0.017902813,0.007672634,0.012787724,0,Both,Breakup,Dramatic,0,0.311111111,0.352350766,3.126984127,0.704761905,0.942857143,0.995238095,0,0.025380711,0.02284264,0,0.766550928,0.373732363,0.271186441,0.162227603,1.488888889,0.136363636,0.086956522,0,0.434782609,0,0.29787234,0,0.276595745,0.021276596,0.489361702,0.393939394,0.151515152,0.1625,1.620936325,7.274509804,Pop,Pop,Teen Pop,Happy,0.655605972,9.417539597
Sucker,Jonas Brothers,hot-100,1,47,[JonasBrothers].Sucker,A-PC-B,Lyrically Identical,138.0463257,3:01,Vocals Prevalence,Intro,0:00,No Intro,2,3,3,0,0,Outro,0:00,No Outro,3,"%P1-%m2, %M2-%m3, %M3-%P5",5.5,Horizontal,2,E Major,Major,0,0.795275591,4.233333333,0.614173228,0.007874016,0.267716535,0.125984252,"%I, %II, %IV, %V, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,14,0.052083333,0.015625,0.005208333,0.0078125,0.0078125,Abstract,"Breakup, Empowering, Protest, Holiday or Festivity","Reluctance, Anger, Sad, Positive, Detached",0.007246377,0.481481481,0.259072581,4.571428571,0.480662983,0.685082873,0.966850829,0.036458333,0.033854167,0.0078125,0,0.69411526,0.372652116,0.207264957,0.121794872,1.266666667,0.208333333,0,0,0.1875,0,0.305555556,0,0.333333333,0.083333333,0.444444444,0.5,0.208333333,0.136363636,1.921568627,6.79245283,Pop,Pop,Teen Pop,"Happy, Party",0.822889745,5.325866699
Sugar,Maroon 5,hot-100,2,42,[Maroon5].Sugar,A-PC-B,Lyrically Identical,120.0346069,3:55,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,0,Outro,0:00,Vocal,,,,,,Bb Minor,Minor,,,,,,,,,Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",1,13,0.017094017,0.002136752,0,0.025641026,0.004273504,Both,"Infatuation, Romantic, Egocentric","Cynical, Nostalgic, Happy, Reluctance, Sad, Bitter",0.020833333,0.428571428,0.280761099,4.29357798,0.632231405,0.859504132,0.950413223,0.002136752,0.044871795,0.006410256,0.002136752,0.81058434,0.298025801,0.218631179,0.140684411,1.174603175,0.350877193,0.142857143,0,0.228571429,0,0.386363636,0,0.295454545,0,0.795454545,0.456140351,0.122807018,0.244897959,1.552480503,6.128571429,Rock,"Pop, Rock, R&B/Soul",Blues Rock,"Happy, Melancholic",0.177899927,14.53157043
Suge,DaBaby,hot-100,7,37,[Dababy].Suge,ABAB,No Pre-Chorus,75.5144348,2:43,Vocals Prevalence,Intro,0:25,Vocal,2,0,2,0,1,Outro,0:00,No Outro,5,"%P1-%m2, %M2-%m3, %M3-%P5",5.5,Horizontal,2,Bb Major,Major,0,0.390909091,2.619047619,0.172727273,0.1,0.627272727,0.336363636,"%I, %IV",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,5,0.057029178,0.00397878,0.029177719,0.00530504,0.00795756,Both,"Romantic, Breakup, Sex, Lifestyle, Drugs or Alcohol Use or Alcohol Use, Family","Dramatic, Cynical, Detached",0.059190031,0.221183801,0.388104291,3.094262295,0.456674473,0.702576112,0.922716628,0.001324503,0.042384106,0.047682119,0.051655629,1.222626908,1.003866796,0.183922046,0.110840438,0.85046729,0.474358974,0.157894737,0,0.157894737,0.289473684,0.278688525,0.016393443,0.37704918,0.196721311,0.62295082,0.538461538,0.115384615,0.310606061,3.363088875,6.159292035,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.902062535,6.051560402
Summer Sixteen,Drake,hot-100,6,14,[Drake].SummerSixteen,ABABC,No Pre-Chorus,73.1388321,3:22,Vocals Prevalence,Verse,0:00,No Intro,2,0,3,0,1,Outro,0:00,Vocal,6,"%P1-%m2, %M2-%m3",4.5,Horizontal,4,B Minor,Minor,0,0.588235294,2.428571429,0.264705882,0.117647059,0.558823529,0.264705882,"%I, %VI",Primarily Dark,Primarily Electronic,Drums/Perc Prevalence,2,6,0.057971014,0.022544283,0.020933977,0.001610306,0,Literal,"Romantic, Holiday or Festivity, Lifestyle, Yearning for Social company, Family","Dramatic, Cynical, Reluctance, Detached",0.047058824,0.176470588,0.444967074,2.409266409,0.591044776,0.886567164,0.964179104,0.006410256,0.004807692,0.070512821,0.011217949,1.249308245,0.847668453,0.315539739,0.176749703,1.752941176,0.251908397,0.203703704,0,0.12962963,0,0.234042553,0.031914894,0.234042553,0.021276596,0.574468085,0.442748092,0.13740458,0.389344262,3.079873646,6.782608696,Hip Hop/Rap,Hip Hop/Rap,Trap,Party,0.999999881,9.488954544
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,hot-100,1,53,[PostMaloneAndSwaeLee].SunflowerSpiderManIntoTheSpiderVerse,AABA,No Pre-Chorus,178.2060242,2:38,Vocals Prevalence,Intro,0:00,No Intro,2,0,0,0,1,Outro,0:00,No Outro,6,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",11.5,Mixed-Vertical,4,D Major,Major,0,0.846153846,3.249999997,0.307692308,0.076923077,0.384615385,0.153846154,"%I, %II, %IV",Primarily Bright,Primarily Electronic,Other,7,0,0.06514658,0.006514658,0.009771987,0,0,Both,"Breakup, Hedonism, Success, Yearning for Social company, Friendship","Cynical, Happy, Reluctance, Positive",0.149122807,0.263157895,0.465814697,2.440944882,0.464516129,0.787096774,0.95483871,0,0.064516129,0.090322581,0,0.994325342,1.18707483,0.352,0.197333333,1.947368421,0.184615385,0.1875,0,0.34375,0.03125,0.227272727,0,0.5,0.045454545,0.727272727,0.384615385,0.061538462,0.168539326,1.916988226,6.904761905,,,,Relaxed,0.205211878,5.342008591
Sweet But Psycho,Ava Max,hot-100,10,35,[AvaMax].SweetButPsycho,A-PC-B,Lyrically Identical,132.9450226,3:07,Vocals Prevalence,Intro,0:16,Instrumental,2,2,3,0,1,Chorus,0:00,No Outro,6,"%P1-%m2, %M2-%m3, %M3-%P5",5.5,Horizontal,2,C# Major,Major,1,0.9453125,8.533333333,0.8203125,0,0.0859375,0.0625,"%I, %IV, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",3,0,0.044226044,0,0.002457002,0.012285012,0,Abstract,Infatuation,"Cynical, Happy, Anger, Sad, Bitter",0.02739726,0.424657534,0.253751103,4.32038835,0.590243902,0.790243902,0.926829268,0,0.049438202,0.02247191,0,0.80185482,0.888888889,0.285714286,0.214285714,1.520547945,0.092783505,0.192307692,0,0.076923077,0,0.545454545,0,0.113636364,0,0.590909091,0.494845361,0.051546392,0.331325301,2.147108174,5.37804878,Pop,Pop,Teen Pop,"Happy, Party",0.904173911,6.04278183
Take Me To Church,Hozier,hot-100,2,41,[Hozier].TakeMeToChurch,A-PC-B,Lyrically Identical,129.0157013,4:01,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,1,Chorus,0:00,No Outro,4,"%P1-%m2, %M2-%m3, %M3-%P5",11,Mixed-Vertical,4,E Aeolian,Aeolian,0,0.792,4.807692308,0.704,0.016,0.2,0.04,"%I, %III, %IV",Primarily Dark,Primarily Electronic,"Guitar, Bass Prevalence, Drums/Perc Prevalence, String Section, Piano",4,6,0.041860465,0.034883721,0.006976744,0.013953488,0.013953488,Both,"Infatuation, Romantic, Lifestyle, Religion or Spirituality","Cynical, Nostalgic, Happy, Reluctance, Anger, Sad, Bitter",0.02020202,0.212121212,0.349813433,2.810457516,0.467532468,0.774891775,0.9004329,0,0,0.004651163,0,0.805119906,0.599483173,0.130434783,0.107750473,0.863636364,0.31372549,0.387096774,0,0.096774194,0.129032258,0.4,0,0.3,0.1,0.775,0.392156863,0.058823529,0.321428571,1.67848858,5.810810811,Rock,"Pop, Rock",Classic Country,"Relaxed, Melancholic",0.002584412,6.90182209
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,hot-100,8,20,[PostMaloneOzzyOsbourneAndTravisScott].TakeWhatYouWant,Other,,70.0039139,3:49,Vocals Prevalence,Intro,1:08,No Intro,2,0,3,,0,Outro,1:08,No Outro,1,,,,,C# Minor,Minor,1,0.66442953,4.382352941,0.409395973,0.060402685,0.416107383,0.161073826,"%I, %VI",Primarily Dark,Primarily Electronic,"Guitar, Bass Prevalence, Drums/Perc Prevalence, Piano",4,14,,,,,,,"Breakup, Introspection, Drugs or Alcohol Use or Alcohol Use","Cynical, Reluctance, Positive, Detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,"Pop, Hip Hop/Rap, Rock",Classic Country,Other,0.83765465,2.810912132
Talk,Khalid,hot-100,3,46,[Khalid].Talk,A-PC-B,Lyrically Identical,135.9980011,3:17,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,1,Outro,0:25,Instrumental,5,"%P1-%m2, %M2-%m3, %M3-%P5",10.5,Mixed-Vertical,2,C Major,Major,0,0.890052356,7.958333333,0.32460733,0.083769634,0.544502618,0.136125654,"%I, %II, %III, %IV",Primarily Bright,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,15,0,0.003676471,0,0,0,Literal,"Empowering, Hedonism, Success, Protest, Boasting, Introspection","Cynical, Optimistic, Positive",0,0.373015873,0.34620887,2.924731183,0.536231884,0.666666667,0.884057971,0,0.088235294,0.018382353,0,1.097978671,0.428504464,0.291139241,0.161392405,1.214285714,0.204081633,0,0,0.4375,0.375,0.263157895,0,0.421052632,0.210526316,0.421052632,0.489795918,0.102040816,0.072727273,1.40874249,5.38,Pop,"Dance/Club/Electronic, Pop, Hip Hop/Rap","Trap, Classic Pop",Party,0.963072717,5.755377769
Taste,Tyga Featuring Offset,hot-100,8,29,[TygaOffset].Taste,Other,No Pre-Chorus,97.94366455,3:52,Vocals Prevalence,Intro,0:00,No Intro,2,0,2,0,0,Outro,0:00,No Outro,2,"%P1-%m2, %M2-%m3",9.5,Mixed-Horizontal,2,F Blues,Blues,0,0.581395349,2.866666667,0.174418605,0.046511628,0.73255814,0.197674419,"%I, %III, %V",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,77,0.041221374,0.027480916,0.076335878,0.00610687,0.010687023,Both,"Romantic, Empowering, Protest, Boasting, Lifestyle, Yearning for Social company, Drugs or Alcohol Use or Alcohol Use, Family","Dramatic, Cynical, Bitter, Detached",0.134146341,0.174796748,0.41300578,2.682730924,0.356962025,0.779746835,0.946835443,0.004491018,0.034431138,0.035928144,0.02994012,0.815213268,0.522021329,0.335235378,0.20256776,1.731707317,0.183206107,0.058139535,0.011627907,0.279069767,0.011627907,0.092436975,0.016806723,0.378151261,0.042016807,0.722689076,0.290076336,0.083969466,0.244680851,2.872673479,6.5,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.996109188,2.469883919
"Thank U, Next",Ariana Grande,hot-100,1,28,[ArianaGrande].ThankUNext,A-PC-B,Lyrically Differentiated,106.9769669,3:27,Vocals Prevalence,Intro,0:00,No Intro,4,2,4,0,0,Outro,0:39,Instrumental,6,"%P1-%m2, %M2-%m3, %M3-%P5",11,Mixed-Vertical,3,Bb Minor,Minor,0,0.806451613,4.536585366,0.403225806,0.123655914,0.478494624,0.123655914,"%I, %III, %IV, %V",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",3,0,0.03930131,0,0.002183406,0,0.028384279,Both,"Infatuation, Love, Romantic, Egocentric, Hedonism, Materialized Dream, Friendship","Dramatic, Cynical, Happy, Reluctance, Anger, Sad",0.073643411,0.197674419,0.337629938,3.271428571,0.65480427,0.84341637,0.971530249,0,0.030567686,0.002183406,0.013100437,1.072230001,0.078282828,0.368888889,0.2,1.046511628,0.253012048,0.056338028,0,0.408450704,0,0.088607595,0,0.443037975,0.025316456,0.898734177,0.204819277,0.024096386,0.158878505,1.385561122,4.030927835,Pop,Pop,R&B Pop,"Happy, Relaxed",0.222790793,5.697668076
That's What I Like,Bruno Mars,hot-100,1,52,[BrunoMars].ThatsWhatILike,A-PC-B,Lyrically Identical,133.9801178,3:26,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,0,Chorus,0:00,No Outro,1,"%P1-%m2, %M2-%m3, %M3-%P5",5.5,Horizontal,3,C# Major,Major,0,0.786324786,3.545454545,0.333333333,0.111111111,0.504273504,0.051282051,"%I, %II, %III, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",4,24,0.046421663,0.011605416,0.005802708,0.013539652,0.001934236,Both,Sex,Other,0.023809524,0.247619048,0.334393638,3.692857143,0.464,0.76,0.936,0.001934236,0.017408124,0.011605416,0.007736944,1.533078752,1.016320567,0.490848586,0.171381032,1.471428571,0.178947368,0.236842105,0,0.157894737,0.026315789,0.226415094,0,0.377358491,0.018867925,0.716981132,0.4,0.063157895,0.213740458,2.452934032,6.384615385,Pop,"Pop, Hip Hop/Rap","R&B Pop, Teen Pop","Happy, Party",0.997892201,3.647521973
The 1,Taylor Swift,hot-100,4,6,[TaylorSwift].The1,ABABC,No Pre-Chorus,140.1021576,3:30,Vocals Prevalence,Intro,0:00,No Intro,3,0,3,0,1,Outro,0:00,No Outro,2,"%P1-%m2, %M2-%m3, %M3-%P5",3.5,Horizontal,2,C Major,Major,0,0.976,7.352941176,0.72,0.04,0.216,0.04,"%I, %II, %IV",Mixed,Primarily Acoustic,"Guitar, Bass Prevalence, Drums/Perc Prevalence, Piano",1,0,0.016286645,0.013029316,0,0,0.003257329,Literal,"Sex, Hedonism, Materialized Dream, Protest, Introspection, Yearning for Social company, Family","Cynical, Nostalgic, Happy, Reluctance",0.014184397,0.362962963,0.419814241,2.379844961,0.591549296,0.838028169,0.922535211,0.003257329,0.003257329,0.013029316,0.006514658,0.852951331,0.643341426,0.219277108,0.139759036,1.288888889,0.255319149,0.285714286,0.107142857,0.142857143,0.214285714,0.289473684,0.078947368,0.157894737,0.210526316,0.736842105,0.468085106,0.106382979,0.408163265,1.453268197,5.679245283,Pop,Pop,Teen Pop,Relaxed,0.231272653,4.586101532
The Bigger Picture,Lil Baby,hot-100,3,20,[LilBaby].TheBiggerPicture,ABAB,No Pre-Chorus,68.72605135,4:12,Vocals Prevalence,Intro,0:00,No Intro,2,0,2,0,0,Outro,0:00,No Outro,2,"%P1-%m2, %M2-%m3",7,Horizontal,1,A Lydian,Lydian,0,0.767241379,6.105263158,0.344827586,0.043103448,0.465517241,0.232758621,"%I, %II, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",3,0,0.050353357,0.009717314,0.004416961,0.005300353,0.000883392,Literal,"Protest, Lifestyle, Friendship","Cynical, Anger, Sad",0,0.138666667,0.421708185,2.895140665,0.585409253,0.850533808,0.957295374,0.003533569,0.037102473,0.005300353,0.009717314,1.962769926,0.705768604,0.236842105,0.175438596,1.92,0.196261682,0.295918367,0,0.244897959,0.091836735,0.313186813,0.010989011,0.39010989,0.082417582,0.538461538,0.509345794,0.098130841,0.292035398,4.41098538,8.462121212,Hip Hop/Rap,Hip Hop/Rap,Trap,"Happy, Party",0.99950695,9.630065918
The Box,Roddy Ricch,hot-100,1,38,[RoddyRicch].TheBox,ABAB,No Pre-Chorus,58.51179125,3:16,Vocals Prevalence,Chorus,0:00,No Intro,2,0,3,0,1,Chorus,0:39,Instrumental,4,"%P1-%m2, %M2-%m3, %M3-%P5",11.5,Mixed-Vertical,6,Db Major,Major,1,0.773584906,3.117647059,0.5,0.113207547,0.349056604,0.094339623,"%II, %V, %VI",Primarily Dark,Primarily Electronic,Drums/Perc Prevalence,2,9,0.067641682,0.010968921,0.009140768,0.020109689,0.009140768,Both,"Empowering, Boasting, Lifestyle, Drugs or Alcohol Use or Alcohol Use, Family","Cynical, Detached",0.032258065,0.408602151,0.387685291,2.854166667,0.339160839,0.734265734,0.895104895,0.01459854,0.072992701,0.041970803,0.038321168,2.104927255,0.63049598,0.28742515,0.185628743,2,0.156521739,0.170731707,0,0.317073171,0,0.226804124,0,0.432989691,0,0.422680412,0.573913043,0.086956522,0.299435028,2.574800782,8.044776119,Hip Hop/Rap,Hip Hop/Rap,Trap,Relaxed,0.915976226,8.57971859
The Hills,The Weeknd,hot-100,1,48,[TheWeeknd].TheHills,ABABC,No Pre-Chorus,112.5759811,4:02,Instruments Prevalence,Intro,0:43,Vocal,3,0,3,0,1,Outro,0:43,Instrumental,6,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",11.5,Mixed-Vertical,1,F Blues,Blues,0,0.706422018,4.36,0.311926606,0.064220183,0.412844037,0.119266055,"%I, %III",Primarily Dark,Primarily Electronic,Bass Prevalence,2,1,0.026607539,0.013303769,0,0.002217295,0.00443459,Both,"Love, Romantic, Breakup, Empowering, Sex, Boasting, Yearning for Social company, Friendship, Drugs or Alcohol Use or Alcohol Use, Family","Cynical, Nostalgic, Reluctance, Positive",0.033898305,0.265536723,0.293357111,3.693548387,0.517412935,0.721393035,0.915422886,0.006550218,0.026200873,0.043668122,0.032751092,0.835108902,0.4628125,0.363636364,0.187384045,1.711864407,0.174418605,0,0,0.083333333,0,0.051724138,0.017241379,0.5,0.051724138,0.413793103,0.720930233,0.11627907,0.081818182,1.955459917,6.76119403,Hip Hop/Rap,"Dance/Club/Electronic, Pop, Hip Hop/Rap","R&B, Alternative Pop",Relaxed,0.910771668,9.467607498
The Middle,"Zedd, Maren Morris & Grey",hot-100,5,40,[ZeddMarenMorrisAndGrey].TheMiddle,A-PC-B,Lyrically Identical,107.0141373,3:04,Both,Intro,0:00,No Intro,2,2,3,0,0,Outro,0:00,No Outro,1,"%P1-%m2, %M2-%m3, %M3-%P5",11.5,Mixed-Vertical,2,G Major,Major,1,1,6.9375,0.477477477,0.045045045,0.261261261,0.171171171,"%I, %IV, %V",Primarily Bright,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",2,18,0.023054755,0.002881844,0,0,0,Abstract,"Breakup, Empowering","Reluctance, Detached",0.026666667,0.253333333,0.313890559,4.011494253,0.615942029,0.891304348,0.992753623,0.005730659,0.008595989,0.022922636,0,1.101512897,0.26186756,0.498817967,0.200945626,1.7,0.195121951,0.513513514,0,0.108108108,0.027027027,0.54,0,0.14,0.02,0.74,0.451219512,0.048780488,0.12371134,1.834679115,6.017241379,Pop,Pop,Teen Pop,Happy,0.929828405,5.712546349
The Ringer,Eminem,hot-100,8,4,[Eminem].TheRinger,ABAB,No Pre-Chorus,59.21400835,5:37,Both,Verse,0:00,No Intro,2,0,3,0,1,Outro,4:30,Instrumental,2,"%P1-%m2, %M2-%m3, %M3-%P5",9.5,Mixed-Horizontal,3,F Major,Major,1,0.462962963,5.142857143,0.342592593,0.12037037,0.537037037,0.398148148,%I,Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",2,1,0.046495489,0.004857738,0.014573213,0.002081888,0.004857738,Literal,"Lifestyle, Friendship, Drugs or Alcohol Use or Alcohol Use","Dramatic, Cynical, Anger, Sad, Detached",0.011976048,0.003992016,0.492441781,2.393092105,0.415881561,0.714670256,0.903095559,0.005498282,0.045360825,0.032989691,0.023367698,4.813738768,2.337363307,0.359340659,0.21978022,2.48447205,0.168141593,0.157407407,0.009259259,0.314814815,0.037037037,0.300341297,0.027303754,0.37883959,0.04778157,0.368600683,0.628318584,0.209439528,0.266055046,4.242774162,8.713414634,Hip Hop/Rap,Hip Hop/Rap,Classic Hip Hop,"Happy, Party, Relaxed",0.971068561,4.963084221
THE SCOTTS,"THE SCOTTS, Travis Scott & Kid Cudi",hot-100,1,13,[TheScottsTravisScottAndKidCudi].TheScotts,ABAB,No Pre-Chorus,64.8840332,2:36,Vocals Prevalence,Intro,0:00,No Intro,2,0,2,0,0,Outro,0:00,No Outro,2,"%P1-%m2, %M2-%m3, %M3-%P5",10,Mixed-Horizontal,2,C Aeolian,Aeolian,0,0.857142857,2.333333333,0.571428571,0.028571429,0.4,0.171428571,"%I, %III, %IV, %VI",Primarily Dark,Primarily Electronic,"Drums/Perc Prevalence, Piano",2,2,0.029411765,0.026143791,0.062091503,0.006535948,0.016339869,Literal,"Empowering, Boasting, Family","Cynical, Reluctance, Positive, Detached",0.081481481,0.014814815,0.513694461,2.046666667,0.536842105,0.815789474,0.942105263,0,0.055374593,0.078175896,0.022801303,0.539107311,0.439879443,0.235632184,0.155172414,1.2,0.466666667,0,0,0.368421053,0,0.303030303,0.03030303,0.363636364,0,0.575757576,0.466666667,0.2,0.406593407,1.832354486,5.367346939,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.991887212,12.04821873
There's Nothing Holdin' Me Back,Shawn Mendes,hot-100,6,34,[ShawnMendes].TheresNothingHoldinMeBack,A-PC-B,Lyrically Identical,122.0264359,3:19,Both,Intro,0:35,Instrumental,2,2,3,0,1,Chorus,0:35,Instrumental,7,"%P1-%m2, %M2-%m3, %M3-%P5",8.25,Mixed-Horizontal,3,D Major,Major,1,0.835294118,6.071428571,0.541176471,0.029411765,0.141176471,0.076470588,"%I, %IV, %V, %VI",Primarily Bright,Primarily Electronic,"Drums/Perc Prevalence, Guitar, Piano",5,11,0.026946108,0.011976048,0.002994012,0,0,Abstract,"Egocentric, Introspection","Optimistic, Nostalgic, Happy, Reluctance, Anger, Positive",0.014184397,0.418439716,0.308211474,3.408163265,0.578378378,0.778378378,0.908108108,0,0.047904192,0.01497006,0,0.612784542,0.475799438,0.404017857,0.171875,1.638297872,0.171875,0,0,0.458333333,0,0.225,0,0.4,0,0.6,0.65625,0.078125,0.245098039,1.406718555,6.018181818,Pop,Pop,Teen Pop,Other,0.688407183,5.961990356
Therefore I Am,Billie Eilish,hot-100,2,27,[BillieEilish].ThereforeIAm,A-PC-B,Lyrically Identical,93.9790802,2:54,Instruments Prevalence,Intro,0:00,Instrumental,2,2,4,0,1,Outro,0:00,Instrumental,7,"%P1-%m2, %M2-%m3, %m6+",8,Mixed-Horizontal,2,D Minor,Minor,1,0.714285714,2.333333333,0.428571429,0.028571429,0.442857143,0.185714286,"%I, %V",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",3,9,0.061919505,0.012383901,0,0,0.018575851,Both,"Egocentric, Hedonism, Success, Protest, Boasting, Introspection, Friendship","Dramatic, Cynical, Optimistic, Happy, Reluctance, Anger, Sad, Positive, Bitter",0.029761905,0.226190476,0.33871933,3.198019802,0.638157895,0.875,0.973684211,0.055727554,0.024767802,0.003095975,0,0.463646886,0.101190476,0.300835655,0.200557103,1.285714286,0.202898551,0.378378378,0,0.054054054,0,0.306451613,0,0.14516129,0.129032258,0.596774194,0.391304348,0.028985507,0.181818182,1.080370795,4.615384615,Rock,"Pop, Rock",Alternative Pop,"Happy, Party",0.768633187,21.03123283
Thinking Out Loud,Ed Sheeran,hot-100,2,58,[EdSheeran].ThinkingOutLoud,A-PC-B,Lyrically Identical,156.2465363,4:41,Vocals Prevalence,Intro,0:00,No Intro,2,1,3,0,1,Outro,0:00,No Outro,4,"%P1-%m2, %M2-%m3, %M3-%P5",10,Mixed-Horizontal,3,D Major,Major,1,0.941798942,5.727272727,0.544973545,0.121693122,0.275132275,0.063492063,"%I, %IV, %V",Primarily Bright,Primarily Electronic,"Guitar, Bass Prevalence, Drums/Perc Prevalence, Piano",3,3,0.031545741,0,0,0,0,Literal,"Infatuation, Love, Romantic, Egocentric, Lifestyle","Dramatic, Cynical, Optimistic, Nostalgic, Happy",0,0.148148148,0.40619195,2.564516129,0.610062893,0.911949686,0.974842767,0,0.012578616,0.006289308,0,0.700131862,0.30449263,0.256476684,0.163212435,1.75,0.25,0.052631579,0,0.526315789,0,0.29787234,0,0.553191489,0,0.404255319,0.673076923,0.173076923,0.315217391,1.071919748,7.395348837,Pop,Pop,Classic Pop,"Happy, Relaxed, Melancholic",0.086869694,5.653490067
